,SeniorCitizen,Partner,Dependents,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,tenure_b,Churn
1511,0,1,1,1,0,0,0,0,0,0,0,2,1,2,19.25,1289.75,0,0
1512,0,1,1,2,2,1,1,1,1,2,1,0,1,0,84.8,1187.2,0,0
1513,1,0,0,0,1,1,1,1,1,1,1,0,1,1,25.8,25.8,1,1
1514,0,0,1,1,0,0,0,0,0,0,0,2,0,3,19.5,1228.5,0,0
1515,0,0,0,2,1,1,1,2,2,1,2,1,1,0,68.6,2812.6,0,0
1516,0,1,0,2,2,1,1,1,1,2,2,0,0,0,92.6,1574.1999999999998,0,0
1517,0,1,0,2,2,2,1,1,1,2,2,1,1,0,100.55,5630.8,0,0
1518,0,0,0,1,0,0,0,0,0,0,0,0,0,3,20.55,102.75,1,0
1519,0,0,0,0,1,2,2,1,1,1,2,0,1,0,42.6,85.2,1,1
1520,0,1,0,1,0,0,0,0,0,0,0,0,1,1,19.6,58.800000000000004,1,0
1521,0,0,0,2,1,2,2,2,2,1,1,1,0,0,67.45,2495.65,0,0
1522,0,0,0,1,1,2,2,2,1,1,2,0,1,2,68.85,1996.6499999999999,0,1
1523,0,0,0,1,1,1,1,1,1,1,1,0,0,1,43.55,348.4,1,0
1524,0,0,0,2,2,1,2,2,2,2,2,0,1,3,109.85,6920.549999999999,0,0
1525,0,1,1,1,0,0,0,0,0,0,0,0,0,1,20.65,144.54999999999998,1,0
1526,0,0,0,1,2,1,2,1,1,2,2,0,0,0,95.4,286.20000000000005,1,0
1527,0,1,1,1,0,0,0,0,0,0,0,2,0,2,21.0,1512.0,0,0
1528,0,0,0,1,1,1,1,1,1,1,2,0,1,0,56.2,1067.8,0,0
1529,0,1,0,1,0,0,0,0,0,0,0,2,0,2,18.4,1085.6,0,0
1530,0,1,1,1,2,1,1,2,2,1,2,0,0,3,90.0,180.0,1,1
1531,0,1,1,2,0,0,0,0,0,0,0,0,1,0,25.75,901.25,0,0
1532,0,0,0,1,0,0,0,0,0,0,0,0,0,3,19.6,274.40000000000003,0,0
1533,0,0,0,1,2,1,1,2,1,1,1,0,0,0,75.35,1054.8999999999999,0,1
1534,0,1,1,1,0,0,0,0,0,0,0,2,0,3,19.8,1366.2,0,0
1535,1,1,0,2,1,2,2,1,2,1,1,0,0,0,64.2,449.40000000000003,1,0
1536,0,1,1,1,1,2,2,2,2,2,1,2,1,2,75.75,5226.75,0,0
1537,0,1,1,2,1,1,2,1,2,2,2,2,1,0,78.95,5684.400000000001,0,0
1538,0,0,0,2,2,1,2,1,1,2,2,0,0,0,100.85,806.8,1,1
1539,0,1,1,1,1,2,1,1,1,1,1,0,0,0,50.3,201.2,1,0
1540,0,1,1,1,2,1,2,2,1,1,1,0,1,3,80.3,5058.9,0,0
1541,0,0,0,1,0,0,0,0,0,0,0,2,0,2,19.85,1429.2,0,0
1542,0,0,0,1,0,0,0,0,0,0,0,2,1,0,21.1,970.6,0,0
1543,0,1,0,1,2,1,1,1,1,1,1,0,0,0,69.95,349.75,1,1
1544,0,1,0,1,1,1,1,2,1,1,1,0,1,1,50.0,1500.0,0,0
1545,0,0,0,2,2,1,2,2,1,2,2,2,1,2,104.75,6599.25,0,0
1546,0,0,0,1,0,0,0,0,0,0,0,2,0,2,19.85,1191.0,0,0
1547,0,1,0,2,2,1,2,2,1,2,2,1,1,0,107.5,6772.5,0,1
1548,0,1,1,1,2,1,1,1,2,2,1,0,0,0,85.9,2147.5,0,0
1549,0,0,0,1,1,1,1,1,1,1,1,0,1,1,45.85,45.85,1,1
1550,1,1,0,2,2,1,1,2,1,1,1,0,1,0,80.8,484.79999999999995,1,0
1551,0,0,0,2,0,0,0,0,0,0,0,2,0,1,25.25,555.5,0,0
1552,0,1,1,2,1,1,2,1,2,2,2,2,0,2,80.55,2497.0499999999997,0,0
1553,0,1,1,1,2,1,1,2,2,1,1,0,1,2,81.5,3178.5,0,0
1554,0,0,0,1,0,0,0,0,0,0,0,0,0,1,20.9,543.4,0,0
1555,0,1,0,1,2,2,2,2,1,2,2,1,1,2,106.1,5623.299999999999,0,1
1556,0,0,0,1,2,1,2,1,2,2,1,0,0,0,91.7,91.7,1,1
1557,0,0,0,2,1,2,2,1,2,1,1,0,1,0,67.25,807.0,1,0
1558,0,0,0,2,2,1,2,2,1,1,2,0,1,3,95.6,1529.6,0,1
1559,0,0,0,1,0,0,0,0,0,0,0,0,0,1,20.35,40.7,1,0
1560,0,0,1,0,1,2,1,1,2,2,1,1,0,2,45.05,1756.9499999999998,0,0
1561,0,0,0,2,2,1,1,1,1,1,1,0,1,0,74.95,74.95,1,1
1562,0,1,1,0,1,2,1,1,2,1,1,0,0,1,34.65,242.54999999999998,1,0
1563,1,0,0,1,2,1,1,1,1,1,1,0,0,0,69.35,277.4,1,0
1564,1,0,0,2,2,1,1,1,1,2,2,0,1,0,95.35,953.5,1,1
1565,0,0,0,1,2,1,2,2,1,1,1,0,1,0,81.55,4485.25,0,0
1566,0,1,1,1,1,1,2,2,1,2,2,2,1,2,75.4,5428.8,0,0
1567,0,1,0,1,1,1,1,2,1,2,2,0,1,3,67.8,678.0,1,0
1568,1,0,0,2,2,1,2,2,2,2,2,0,1,0,111.4,1225.4,1,0
1569,0,1,1,1,1,1,1,1,1,1,1,0,0,0,46.3,694.5,0,0
1570,0,1,1,1,0,0,0,0,0,0,0,2,0,2,20.4,469.2,0,0
1571,0,0,1,1,0,0,0,0,0,0,0,0,0,1,20.05,20.05,1,0
1572,1,0,0,1,1,1,1,1,1,1,1,0,0,0,45.0,135.0,1,1
1573,0,1,1,1,2,2,2,2,1,1,2,1,1,0,96.1,4516.7,0,0
1574,0,0,1,1,0,0,0,0,0,0,0,1,0,1,19.65,294.75,0,0
1575,0,0,0,1,2,1,2,2,1,2,2,0,0,0,99.5,6567.0,0,1
1576,1,1,0,1,1,1,2,2,2,1,1,1,1,2,60.65,4124.2,0,0
1577,0,1,1,1,2,1,1,2,2,2,2,1,0,2,98.6,1676.1999999999998,0,1
1578,0,0,0,1,1,1,1,1,2,2,1,0,1,1,59.5,416.5,1,1
1579,1,1,0,1,2,1,1,1,1,1,2,0,1,0,80.45,965.4000000000001,1,1
1580,1,1,0,2,1,1,2,2,1,1,2,1,0,2,71.7,1505.7,0,0
1581,0,0,0,0,1,1,2,1,2,1,1,0,1,1,36.0,756.0,0,0
1582,0,1,1,2,1,2,1,1,1,2,1,1,0,2,65.2,3651.2000000000003,0,0
1583,0,1,1,2,1,1,1,1,1,1,1,0,1,3,48.95,293.70000000000005,1,0
1584,1,0,0,0,1,1,2,2,1,2,2,2,1,2,53.5,3477.5,0,0
1585,0,1,0,2,1,2,1,1,2,2,2,1,0,3,80.45,3378.9,0,0
1586,0,1,1,2,2,2,1,2,2,2,2,2,1,2,109.05,7415.4,0,0
1587,0,1,1,2,0,0,0,0,0,0,0,2,0,2,26.3,1262.4,0,0
1588,1,0,0,2,2,1,2,1,2,2,2,1,1,0,106.8,5340.0,0,0
1589,1,0,0,1,1,1,2,2,1,2,1,0,1,0,64.95,454.65000000000003,1,0
1590,0,1,1,1,0,0,0,0,0,0,0,2,0,0,19.35,1219.0500000000002,0,0
1591,0,0,0,1,0,0,0,0,0,0,0,0,0,3,21.1,358.70000000000005,0,0
1592,0,1,1,1,2,1,1,1,1,2,1,0,1,3,77.95,3273.9,0,1
1593,0,1,1,1,0,0,0,0,0,0,0,0,0,1,18.85,75.4,1,0
1594,0,0,1,2,0,0,0,0,0,0,0,2,0,2,26.0,1612.0,0,0
1595,1,0,0,1,2,1,2,1,1,1,1,0,1,0,74.7,149.4,1,1
1596,0,1,0,1,2,1,1,1,1,1,1,0,1,0,70.35,140.7,1,0
1597,0,1,0,2,2,2,2,2,1,2,1,2,1,2,96.9,4651.200000000001,0,0
1598,0,1,0,1,0,0,0,0,0,0,0,2,0,2,19.55,527.85,0,0
1599,0,1,1,1,1,1,2,2,2,2,2,2,1,2,80.4,5628.0,0,0
1600,1,0,0,2,2,1,1,2,1,2,1,0,1,0,88.8,88.8,1,1
1601,0,1,0,2,2,1,2,2,1,2,1,1,1,0,94.65,4353.900000000001,0,0
1602,0,0,0,1,2,1,1,1,1,2,2,0,1,0,90.25,2707.5,0,1
1603,0,0,0,2,1,2,1,1,1,1,2,0,1,2,64.65,969.7500000000001,0,1
1604,0,1,1,2,2,1,2,2,1,2,1,1,0,3,95.75,6606.75,0,0
1605,0,0,0,1,0,0,0,0,0,0,0,2,1,3,19.55,1270.75,0,0
1606,1,1,1,1,2,2,1,2,2,2,2,2,1,3,104.1,7495.2,0,0
1607,1,1,0,1,2,1,2,1,2,1,2,0,1,2,89.05,1157.6499999999999,0,1
1608,0,0,0,1,0,0,0,0,0,0,0,1,1,1,20.1,341.70000000000005,0,0
1609,0,1,0,2,2,2,1,2,2,2,2,1,1,0,111.55,5689.05,0,0
1610,0,1,1,1,1,2,2,1,2,1,1,2,0,3,60.5,3085.5,0,0
1611,0,1,0,2,1,2,2,2,2,2,2,2,1,2,90.95,6548.400000000001,0,0
1612,0,1,1,2,2,1,2,2,1,1,1,1,0,0,87.4,5855.8,0,1
1613,0,0,0,1,0,0,0,0,0,0,0,0,0,1,19.7,669.8,0,0
1614,0,1,0,0,1,2,2,1,2,1,2,2,1,2,50.95,3413.65,0,0
1615,0,1,0,1,0,0,0,0,0,0,0,1,1,2,20.05,982.45,0,0
1616,0,1,1,1,0,0,0,0,0,0,0,2,1,1,19.4,1028.1999999999998,0,0
1617,0,0,0,2,1,1,1,2,2,1,1,0,0,0,59.45,1605.15,0,0
1618,1,0,0,1,2,1,2,1,1,2,2,0,1,0,94.75,2179.25,0,1
1619,0,0,0,2,1,2,2,2,2,1,2,2,1,3,81.5,5623.5,0,0
1620,0,1,1,0,1,1,1,1,2,1,1,0,0,2,29.05,58.1,1,0
1621,0,0,0,2,2,1,1,1,1,2,1,0,1,0,86.45,3025.75,0,1
1622,0,1,0,1,1,2,2,1,2,1,2,1,0,1,70.6,3247.6,0,0
1623,0,0,0,2,2,1,2,1,1,2,2,2,1,2,97.2,5248.8,0,0
1624,0,1,0,2,2,1,2,1,1,2,2,1,1,0,98.25,5502.0,0,1
1625,0,1,0,1,2,1,1,2,1,1,1,0,1,2,75.75,681.75,1,1
1626,0,0,0,2,1,2,1,1,2,1,1,0,0,2,59.2,1184.0,0,0
1627,0,0,0,1,2,1,2,1,1,1,1,0,1,1,75.9,834.9000000000001,1,0
1628,1,1,0,2,2,1,2,1,1,2,1,0,1,0,90.05,2701.5,0,0
1629,0,1,0,1,1,2,2,2,1,1,2,2,0,2,70.95,4824.6,0,0
1630,1,1,0,2,2,1,2,2,1,2,2,0,1,0,102.6,3898.7999999999997,0,0
1631,1,1,0,2,2,2,1,2,1,1,1,0,1,2,85.35,1450.9499999999998,0,1
1632,0,0,0,2,2,1,2,2,1,2,2,1,1,3,106.1,5092.799999999999,0,1
1633,0,0,0,1,1,1,1,1,1,1,1,0,0,0,43.8,43.8,1,0
1634,0,1,1,0,1,2,2,2,1,2,2,2,0,0,59.0,3717.0,0,0
1635,0,0,0,1,1,1,1,2,1,2,2,1,1,0,69.95,209.85000000000002,1,0
1636,0,0,0,2,0,0,0,0,0,0,0,1,0,2,24.35,1168.8000000000002,0,0
1637,0,0,0,0,1,1,1,1,2,1,1,1,0,3,29.45,1943.7,0,0
1638,0,1,1,2,2,1,2,2,1,1,1,2,1,3,84.4,5739.200000000001,0,0
1639,1,0,0,1,1,1,1,1,1,1,1,0,1,0,45.05,765.8499999999999,0,1
1640,0,1,1,1,0,0,0,0,0,0,0,1,0,1,20.65,144.54999999999998,1,0
1641,0,1,0,2,1,2,2,2,2,2,2,2,1,2,87.1,6271.2,0,0
1642,0,1,0,1,0,0,0,0,0,0,0,0,0,1,19.85,575.6500000000001,0,0
1643,0,1,0,1,2,1,1,2,2,1,2,0,1,0,90.35,3342.95,0,0
1644,0,0,0,2,2,2,2,2,1,2,2,0,1,1,109.8,3733.2,0,1
1645,1,0,0,2,2,1,1,1,1,2,1,0,1,0,84.65,3555.3,0,1
1646,0,1,1,2,1,2,2,1,2,1,1,1,0,1,65.5,3864.5,0,0
1647,0,1,1,1,2,1,1,1,1,2,1,0,1,2,79.5,874.5,1,1
1648,1,1,1,2,2,2,1,1,1,1,1,0,1,0,80.95,4857.0,0,0
1649,0,0,0,1,1,1,2,1,2,1,1,0,1,1,56.15,1516.05,0,0
1650,0,0,0,2,2,1,1,1,1,1,2,0,0,1,85.8,85.8,1,1
1651,1,0,0,1,2,1,1,1,1,2,1,0,1,0,79.1,79.1,1,1
1652,0,1,0,0,1,2,1,2,1,1,1,0,0,1,34.4,584.8,0,0
1653,0,1,0,1,0,0,0,0,0,0,0,2,0,1,20.75,1203.5,0,0
1654,0,1,1,1,0,0,0,0,0,0,0,1,0,1,18.8,18.8,1,0
1655,0,1,1,1,1,1,1,1,1,1,1,0,0,1,44.3,132.89999999999998,1,1
1656,0,0,0,2,2,2,2,2,1,1,1,0,0,0,90.8,4812.4,0,0
1657,0,0,0,2,0,0,0,0,0,0,0,0,1,0,25.6,896.0,0,0
1658,0,1,1,2,2,2,1,2,1,2,2,0,0,3,105.95,5297.5,0,1
1659,0,1,1,2,1,1,2,1,2,1,2,2,0,3,70.8,4814.4,0,0
1660,0,1,0,2,0,0,0,0,0,0,0,0,0,0,25.4,1193.8,0,0
1661,1,1,0,2,2,1,2,2,1,2,2,0,1,2,108.8,7072.0,0,0
1662,0,0,0,1,2,1,1,1,1,1,1,0,1,0,69.75,348.75,1,1
1663,0,1,0,2,2,1,1,1,1,2,2,0,1,0,94.65,4827.150000000001,0,1
1664,0,0,0,2,2,1,1,1,1,2,2,0,0,2,96.05,4418.3,0,1
1665,0,0,0,2,2,1,1,1,1,1,1,0,1,0,76.85,691.65,1,0
1666,0,0,0,1,0,0,0,0,0,0,0,2,0,1,20.25,162.0,1,0
1667,0,0,0,2,0,0,0,0,0,0,0,1,1,3,24.8,347.2,0,0
1668,0,0,0,2,2,2,2,2,2,2,2,0,1,0,115.65,5204.25,0,0
1669,0,0,0,2,2,1,1,1,1,1,1,0,1,3,74.6,596.8,1,0
1670,1,0,1,1,1,1,1,2,1,1,1,0,1,1,50.15,50.15,1,1
1671,0,1,1,1,2,2,2,2,1,2,2,1,1,2,103.15,6807.900000000001,0,0
1672,0,1,1,2,1,2,2,2,2,1,1,2,0,3,72.1,5191.2,0,0
1673,0,1,0,2,2,2,2,2,2,2,2,0,1,2,113.6,4657.599999999999,0,1
1674,0,1,1,2,0,0,0,0,0,0,0,2,0,1,25.1,577.3000000000001,0,0
1675,0,0,0,1,2,1,1,1,1,2,1,0,1,0,78.9,2288.1000000000004,0,1
1676,0,0,0,2,2,2,1,1,1,1,1,0,1,0,80.15,320.6,1,0
1677,0,1,1,2,0,0,0,0,0,0,0,2,0,1,25.4,152.39999999999998,1,0
1678,1,1,0,2,2,2,2,2,2,1,2,1,1,3,105.4,7061.8,0,0
1679,1,0,1,1,1,1,1,1,1,1,1,0,1,1,45.75,320.25,1,0
1680,0,1,1,2,0,0,0,0,0,0,0,1,1,1,24.45,1369.2,0,0
1681,0,1,0,2,0,0,0,0,0,0,0,2,0,3,25.0,1800.0,0,0
1682,0,1,0,2,1,2,2,2,1,2,2,2,1,0,85.25,6138.0,0,0
1683,0,1,1,1,0,0,0,0,0,0,0,2,0,3,19.6,450.8,0,0
1684,0,0,1,2,1,1,1,1,1,1,1,0,0,1,50.15,1755.25,0,0
1685,1,1,0,1,2,1,1,1,1,1,1,0,1,0,70.55,1904.85,0,0
1686,0,1,1,2,1,1,2,1,2,1,1,0,1,0,60.05,1561.3,0,1
1687,0,1,1,2,0,0,0,0,0,0,0,1,0,1,26.4,316.79999999999995,1,0
1688,0,0,0,1,0,0,0,0,0,0,0,2,0,1,20.15,806.0,0,0
1689,0,1,1,0,1,2,2,2,1,2,2,0,0,1,58.85,411.95,1,0
1690,0,1,1,2,2,2,2,1,1,2,1,0,1,3,97.55,6828.5,0,0
1691,0,1,1,1,0,0,0,0,0,0,0,2,0,3,19.65,1179.0,0,0
1692,0,1,1,0,1,1,1,1,1,1,1,1,1,3,25.25,984.75,0,0
1693,0,1,0,2,2,2,2,2,2,2,2,2,0,3,114.45,8240.4,0,0
1694,0,0,0,0,1,1,1,1,1,2,1,0,1,0,34.7,34.7,1,1
1695,0,1,1,2,1,1,2,1,2,2,1,1,1,0,70.7,3817.8,0,0
1696,0,0,0,2,2,1,1,1,1,1,2,0,1,0,85.3,255.89999999999998,1,1
1697,0,1,1,1,1,2,2,2,2,2,1,2,0,3,75.55,4759.65,0,0
1698,0,1,1,2,2,1,2,1,2,1,1,2,1,0,84.8,6020.8,0,0
1699,0,0,0,1,0,0,0,0,0,0,0,1,1,1,20.65,867.3,0,0
1700,0,0,0,1,0,0,0,0,0,0,0,2,0,2,20.45,961.15,0,0
1701,0,1,1,2,2,1,2,2,1,2,2,1,1,3,102.45,6761.7,0,1
1702,0,1,0,2,2,2,1,2,1,2,2,0,1,2,104.4,2192.4,0,1
1703,0,0,0,0,1,1,2,1,2,1,1,0,1,0,35.65,392.15,1,0
1704,0,0,1,2,2,1,1,2,1,2,2,0,1,0,99.75,99.75,1,1
1705,1,1,0,2,2,1,2,2,2,1,1,0,0,0,90.45,4974.75,0,0
1706,0,0,0,2,2,1,2,2,2,2,1,2,1,3,97.65,6737.85,0,0
1707,1,0,0,1,2,1,1,2,1,1,1,0,0,0,73.85,221.54999999999998,1,0
1708,0,0,0,1,1,1,1,2,2,2,2,0,1,0,74.4,297.6,1,1
1709,1,0,0,2,1,1,1,2,2,2,1,2,1,3,69.1,2073.0,0,0
1710,0,0,0,2,2,1,1,2,2,1,1,0,1,0,82.75,413.75,1,0
1711,0,1,0,2,0,0,0,0,0,0,0,2,1,3,24.4,1732.3999999999999,0,0
1712,0,0,0,2,1,1,2,1,1,1,1,1,1,0,55.25,1602.25,0,0
1713,0,1,0,2,1,1,2,1,2,1,1,0,0,2,61.35,3190.2000000000003,0,0
1714,0,0,0,2,1,2,2,2,1,1,2,1,0,3,76.75,5219.0,0,0
1715,0,1,1,1,0,0,0,0,0,0,0,2,0,1,19.4,892.4,0,0
1716,0,0,0,1,1,1,1,1,1,1,2,0,1,3,54.75,438.0,1,0
1717,0,1,0,1,0,0,0,0,0,0,0,2,0,3,19.7,1418.3999999999999,0,0
1718,0,0,0,1,0,0,0,0,0,0,0,1,0,2,19.9,338.29999999999995,0,0
1719,0,0,0,1,2,1,2,2,2,2,2,0,1,0,107.95,323.85,1,0
1720,1,0,0,1,2,1,2,1,1,2,1,0,1,2,83.8,167.6,1,0
1721,0,0,0,1,2,2,1,1,1,1,1,0,1,3,74.25,668.25,1,1
1722,0,0,0,0,1,1,2,2,1,2,2,1,1,3,56.4,2876.4,0,0
1723,0,1,1,1,0,0,0,0,0,0,0,2,0,1,20.1,120.60000000000001,1,0
1724,0,1,0,2,2,1,1,1,1,2,2,0,0,0,94.9,284.70000000000005,1,0
1725,1,0,0,2,2,1,1,1,1,2,2,0,1,0,94.2,1601.4,0,0
1726,0,1,0,2,1,1,1,1,1,1,1,0,0,0,49.9,1497.0,0,0
1727,0,0,0,2,1,1,2,1,2,2,1,0,1,0,71.05,2202.5499999999997,0,0
1728,0,0,0,1,1,2,1,2,2,2,2,2,0,2,81.65,3674.2500000000005,0,0
1729,0,1,0,2,2,2,2,2,1,1,1,1,0,2,89.45,5724.8,0,0
1730,0,0,0,2,1,1,1,1,1,2,1,0,1,0,59.85,59.85,1,1
1731,1,0,0,1,2,1,1,1,1,1,1,0,1,0,69.6,69.6,1,1
1732,1,1,1,2,2,1,2,1,1,2,2,1,0,0,99.0,6039.0,0,0
1733,0,0,0,1,0,0,0,0,0,0,0,0,0,1,19.05,19.05,1,0
1734,0,0,0,0,1,1,1,1,1,2,2,0,1,0,45.4,408.59999999999997,1,1
1735,0,1,1,2,2,2,2,2,2,2,2,2,0,2,114.45,8240.4,0,0
1736,0,0,0,1,0,0,0,0,0,0,0,0,0,1,19.5,19.5,1,1
1737,0,1,0,1,1,1,1,1,1,1,1,0,1,1,44.25,309.75,1,0
1738,0,1,0,2,2,1,2,2,2,1,1,1,1,2,90.55,5976.3,0,0
1739,0,0,0,1,2,1,1,1,1,1,1,0,1,0,69.9,69.9,1,1
1740,0,1,1,1,0,0,0,0,0,0,0,0,1,2,20.4,816.0,0,0
1741,0,0,0,2,1,1,2,2,1,1,2,0,1,2,71.4,1142.4,0,0
1742,0,0,0,1,2,1,2,1,1,2,1,0,1,2,87.15,174.3,1,1
1743,0,1,0,2,0,0,0,0,0,0,0,2,0,3,24.85,1664.95,0,0
1744,0,1,0,1,2,2,2,2,1,2,2,1,1,2,104.45,4282.45,0,0
1745,0,1,1,1,0,0,0,0,0,0,0,2,1,3,19.8,1108.8,0,0
1746,0,0,0,2,2,2,2,2,2,2,2,2,1,2,116.45,8384.4,0,0
1747,0,1,1,2,2,1,1,1,1,1,2,0,1,2,84.75,254.25,1,1
1748,0,1,0,1,0,0,0,0,0,0,0,2,0,3,20.05,1082.7,0,0
1749,1,0,0,2,2,1,2,2,2,2,2,0,1,0,110.75,5759.0,0,0
1750,0,0,0,1,2,1,1,2,2,1,2,2,1,2,89.7,4485.0,0,0
1751,0,0,0,2,2,1,1,1,2,2,1,0,1,0,89.95,1259.3,0,1
1752,0,1,0,1,1,2,1,1,1,1,1,1,0,3,48.7,1314.9,0,0
1753,1,1,0,2,2,2,2,2,2,1,1,2,1,2,96.6,6955.2,0,0
1754,0,0,0,1,1,2,2,1,1,2,2,1,1,3,74.3,4606.599999999999,0,0
1755,0,0,0,1,1,1,2,1,2,1,1,0,1,0,54.3,651.5999999999999,1,0
1756,1,0,0,1,1,1,1,2,2,2,2,1,0,2,74.85,3293.3999999999996,0,0
1757,0,1,1,1,2,1,2,1,2,1,1,2,1,2,79.95,4317.3,0,0
1758,0,0,0,1,0,0,0,0,0,0,0,2,0,2,20.05,1363.4,0,0
1759,0,0,0,1,0,0,0,0,0,0,0,0,0,1,19.4,388.0,0,0
1760,0,1,1,2,1,1,1,2,1,1,1,1,0,2,54.9,2745.0,0,0
1761,0,0,0,2,0,0,0,0,0,0,0,2,1,3,24.45,1418.1,0,0
1762,0,1,1,2,2,1,2,1,1,2,1,0,1,2,89.65,3137.75,0,0
1763,0,0,0,1,1,1,1,1,1,1,1,0,1,0,45.4,90.8,1,0
1764,0,1,1,2,1,2,1,2,2,1,2,2,0,1,75.7,4769.1,0,0
1765,0,1,0,2,2,2,2,2,1,2,2,1,1,3,110.65,6417.700000000001,0,0
1766,0,1,1,1,0,0,0,0,0,0,0,1,1,1,20.55,554.85,0,0
1767,0,1,0,2,2,2,2,2,2,2,2,2,1,3,115.15,8175.650000000001,0,0
1768,0,0,0,1,1,1,1,2,1,1,2,1,0,3,58.55,3688.6499999999996,0,0
1769,0,1,0,2,2,1,2,2,1,1,2,0,1,2,93.25,6620.75,0,0
1770,1,0,0,2,2,2,2,2,1,2,2,0,1,0,113.2,4641.2,0,1
1771,1,0,0,1,2,1,1,1,1,2,2,0,1,0,90.5,1176.5,0,1
1772,0,0,0,1,2,1,1,1,1,2,1,0,0,0,79.0,158.0,1,1
1773,0,1,1,1,0,0,0,0,0,0,0,2,1,2,19.35,1315.8000000000002,0,0
1774,0,1,1,1,1,2,1,1,1,1,1,0,1,1,48.75,48.75,1,0
1775,1,0,0,2,2,2,1,2,2,2,2,2,1,0,109.05,7088.25,0,0
1776,1,1,0,2,0,0,0,0,0,0,0,2,1,2,25.0,1800.0,0,0
1777,0,0,0,2,1,1,1,1,2,1,1,0,1,3,54.9,1537.2,0,0
1778,0,1,1,2,0,0,0,0,0,0,0,2,0,3,24.75,1782.0,0,0
1779,0,0,0,1,2,2,2,1,1,2,1,0,1,0,91.15,182.3,1,0
1780,0,0,1,1,0,0,0,0,0,0,0,1,0,2,20.15,362.7,0,1
1781,1,1,0,2,2,1,2,2,1,2,2,1,1,0,104.35,6261.0,0,0
1782,1,0,0,2,1,1,1,1,2,1,2,0,1,0,66.05,1717.3,0,0
1783,0,0,1,1,2,1,1,1,1,1,1,0,1,0,71.65,71.65,1,1
1784,0,0,0,1,0,0,0,0,0,0,0,0,0,1,20.35,81.4,1,1
1785,0,1,1,2,1,2,2,2,2,2,2,2,1,3,92.2,6269.6,0,0
1786,0,0,0,1,2,1,2,2,2,1,1,0,1,3,84.25,3201.5,0,1
1787,1,1,0,2,2,2,1,2,1,2,2,1,1,2,105.2,4418.400000000001,0,0
1788,0,1,0,1,0,0,0,0,0,0,0,2,1,2,19.6,1117.2,0,0
1789,0,1,0,0,1,1,2,1,1,1,1,0,0,0,30.4,1641.6,0,0
1790,0,0,0,1,2,1,1,1,1,1,2,0,0,2,78.1,937.1999999999999,1,1
1791,0,1,0,1,1,2,2,2,1,1,1,1,1,1,61.5,2706.0,0,0
1792,0,1,1,2,1,2,2,1,1,2,1,0,1,2,69.4,2914.8,0,0
1793,0,1,1,2,0,0,0,0,0,0,0,2,0,2,24.75,1782.0,0,0
1794,0,1,1,2,1,2,2,2,2,2,2,2,0,1,91.05,6464.55,0,0
1795,0,1,0,2,2,1,1,2,1,1,2,0,0,1,89.65,1703.3500000000001,0,1
1796,0,1,0,2,1,1,1,1,2,2,2,0,1,3,73.65,1693.95,0,0
1797,0,0,0,1,0,0,0,0,0,0,0,2,0,3,19.4,582.0,0,0
1798,0,0,0,2,0,0,0,0,0,0,0,1,0,2,26.2,917.0,0,0
1799,0,0,0,2,2,2,1,1,1,2,2,0,1,0,98.7,987.0,1,1
1800,0,0,0,1,1,1,1,1,1,1,1,0,1,2,43.85,43.85,1,0
1801,0,0,0,1,2,1,1,1,1,1,1,0,1,1,69.7,1533.4,0,0
1802,0,1,1,0,1,2,2,2,1,1,1,2,0,1,38.55,269.84999999999997,1,0
1803,0,0,0,0,1,2,2,2,2,1,2,2,1,1,53.1,1911.6000000000001,0,0
1804,0,1,1,1,0,0,0,0,0,0,0,0,0,1,20.65,702.0999999999999,0,0
1805,0,1,1,2,1,2,2,2,1,1,1,2,0,3,64.45,4640.400000000001,0,0
1806,0,1,1,2,0,0,0,0,0,0,0,2,0,3,25.1,903.6,0,0
1807,0,0,0,1,2,1,1,2,1,1,1,0,0,0,76.35,76.35,1,1
1808,0,0,0,2,2,1,2,1,1,1,1,0,1,0,79.15,1820.45,0,1
1809,1,1,0,2,2,1,1,1,1,1,2,0,1,0,85.0,2720.0,0,1
1810,0,1,1,2,2,2,2,2,2,1,1,1,1,3,95.15,6755.650000000001,0,0
1811,1,0,0,2,2,1,1,2,1,1,1,0,1,1,79.35,1825.05,0,0
1812,0,1,0,1,2,1,1,2,1,2,2,1,1,2,96.65,1643.0500000000002,0,0
1813,0,0,0,1,1,1,1,2,2,2,2,0,1,0,75.5,75.5,1,0
1814,0,1,1,1,0,0,0,0,0,0,0,2,0,1,19.7,236.39999999999998,1,0
1815,0,1,0,1,0,0,0,0,0,0,0,2,0,3,20.5,1476.0,0,0
1816,0,0,0,1,0,0,0,0,0,0,0,0,0,1,19.2,19.2,1,0
1817,1,1,0,2,2,1,2,1,1,2,2,2,0,2,98.35,7081.2,0,0
1818,0,1,1,2,2,1,1,1,1,1,1,0,0,2,74.35,4461.0,0,0
1819,0,1,1,0,1,1,2,2,2,2,1,2,0,3,51.35,3132.35,0,0
1820,0,1,0,1,1,1,1,1,1,1,1,0,0,1,45.65,273.9,1,0
1821,1,1,0,2,2,1,1,1,1,1,2,0,0,0,85.3,2729.6,0,1
